timestamp,user_id,question,model_answer,ground_truth,prediction,gender,age,device,days_as_customer
2024-01-17 00:03:00,user_226,How do I change the oil in my car?,You can change the oil in your car by opening the hood and pouring the oil into the radiator.,0,0,F,26,smartphone,295
2024-01-18 10:00:00,user_206,How do I cancel my debit card?,You can cancel your debit card by contacting our customer support.,1,1,F,34,smartphone,175
2024-01-17 08:32:00,user_12,What are the fees for international transfers?,The fees for international transfers are $10 per transaction.,1,1,F,43,smartphone,275
2024-01-18 10:22:00,user_207,Are there any charges for checking account maintenance?,Checking account maintenance is free of charge.,1,1,M,19,pc,99
2024-01-17 13:42:00,user_155,How do I set up direct deposit?,Direct deposit can be set up by providing your employer with your account details.,1,1,M,26,smartphone,205
2024-01-17 00:53:00,user_57,What is the process to open a joint account?,Both account holders must be present at the branch to open a joint account.,1,0,M,40,smartphone,314
2024-01-18 04:17:00,user_4,What is the exchange rate for USD to EUR?,The exchange rate for USD to EUR is 0.85.,1,1,F,55,tablet,209
2024-01-17 21:22:00,user_65,Can I get a copy of my monthly statement?,"Yes, you can download your monthly statement from our online banking portal.",1,1,F,41,smartphone,294
2024-01-18 09:11:00,user_92,How can I order a new checkbook?,You can order a new checkbook through our online banking portal.,1,1,F,19,smartphone,180
2024-01-18 02:21:00,user_244,What are the symptoms of COVID-19?,"Symptoms of COVID-19 include fever, cough, and difficulty breathing.",0,0,F,28,pc,133
2024-01-17 06:27:00,user_243,How do I start investing in stocks?,"You can start investing in stocks by opening a brokerage account, researching stocks, and placing trades.",0,0,F,46,smartphone,171
2024-01-18 07:29:00,user_61,Can I change my account nickname?,Account nicknames cannot be changed once set.,1,1,F,54,smartphone,31
2024-01-17 00:23:00,user_20,Can I set up a recurring payment?,"Yes, you can set up a recurring payment through our online banking system.",1,1,F,52,smartphone,142
2024-01-17 14:10:00,user_124,How do I apply for a student loan?,Student loans are not offered by our bank.,1,1,F,19,smartphone,163
2024-01-17 23:32:00,user_30,What is the process to dispute a fraudulent transaction?,You can dispute a fraudulent transaction by calling our fraud helpline or submitting a form online.,1,1,F,27,pc,242
2024-01-17 17:09:00,user_52,Can I cancel a pending transaction?,Pending transactions cannot be canceled.,1,1,F,53,smartphone,240
2024-01-17 04:49:00,user_45,What is the interest rate for a student loan?,Student loans have a fixed interest rate of 2%.,1,0,F,34,tablet,259
2024-01-17 16:49:00,user_104,What are the fees for overdraft protection?,Overdraft protection incurs a $50 fee per instance.,1,0,F,28,smartphone,140
2024-01-17 16:28:00,user_51,How do I sign up for online banking?,You can sign up for online banking by visiting our website and completing the registration form.,1,1,F,33,smartphone,304
2024-01-17 14:47:00,user_98,How do I apply for a personal loan?,You can apply for a personal loan by mailing your application.,1,1,M,19,smartphone,32
2024-01-17 01:33:00,user_14,Can I get a detailed statement for last month?,"Yes, you can download a detailed statement for last month from your online banking account.",1,1,F,24,smartphone,218
2024-01-18 17:08:00,user_31,What types of credit cards do you offer?,"We offer a variety of credit cards including cashback, rewards, and travel cards.",1,1,F,27,smartphone,302
2024-01-18 12:57:00,user_211,What is the GDP of Germany?,The GDP of Germany is approximately $5 trillion.,0,0,F,23,smartphone,81
2024-01-18 07:01:00,user_125,What is the foreign transaction fee for credit cards?,The foreign transaction fee for credit cards is 2.5% per transaction.,1,1,F,20,smartphone,233
2024-01-18 00:37:00,user_138,Can I order foreign currency online?,Foreign currency orders cannot be placed online.,1,1,M,41,smartphone,30
2024-01-17 09:17:00,user_215,How do I book a flight to Paris?,You can book a flight to Paris by calling our support center.,0,0,F,32,smartphone,176
2024-01-17 23:21:00,user_223,What is the exchange rate of USD to EUR?,The exchange rate of USD to EUR is 1 USD to 1.2 EUR.,0,0,F,22,smartphone,171
2024-01-17 20:43:00,user_40,Can I increase my credit card limit?,Your credit card limit can only be increased at our branch.,1,1,F,32,pc,242
2024-01-17 11:37:00,user_8,Can you provide my last five transactions?,Your last five transactions are not available at the moment.,1,1,F,41,smartphone,111
2024-01-17 02:17:00,user_195,How do I report fraudulent activity on my account?,Fraudulent activity reports must be filed in person at a branch.,1,1,F,39,smartphone,153
2024-01-17 13:19:00,user_53,What is the late payment fee for credit cards?,The late payment fee for credit cards is $25.,1,1,F,38,smartphone,241
2024-01-17 05:43:00,user_15,What is the daily withdrawal limit?,The daily withdrawal limit is $500.,1,1,F,23,smartphone,303
2024-01-17 14:00:00,user_118,Can I get a loan for purchasing a car?,We do not offer loans for purchasing cars.,1,1,M,31,smartphone,28
